adm0_name,iso3,X,Y,published,sources,info,optional1,optional2,optional3,ObjectId
French Southern Territories,ATF,69.642419,-49.605893,,,,,,,242
Gabon,GAB,11.800744,-0.606228,27.04.2020,"https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening
https://ga.usembassy.gov/covid-19-information/","All international commercial flights are cancelled. 
Gabonese citizens can enter the country and will be subject to immediate mandatory quarantine. 
All land, sea and air borders are closed until further notice, exception for freight and emergencies. 

International restrictions: 
A state of emergency is in place until 11 May. 
A lockdown has been implemented in the capital Libreville and three neighbouring municipalities (Akanda, Ntoum and Owendo) until 11 May. Only essential movement is authorised. Travellers on essential travel must obtain a laissez-passer from the Ministry of Interior.
Countrywide curfew between 19.30 and 06.00 until further notice
All internal movements are prohibited, except for essential authorised movements (trade in food and basic necessities, public order, pharmacies, sale of fuels and waste collection). All internal commercial flights are cancelled.
Wearing a mask in public is mandatory. ",20200427,Those who are suspected of having the virus will be placed in quarantine at a designated government health care facility in accordance with World Health Organization recommendations.,COVID-19 negative certification not required / not known,243
Gambia,GMB,-15.39888,13.453329,22.04.2020,"https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening
https://gm.usembassy.gov/country-specific-coronavirus-information/
https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm","Government extends state of public emergency for 45 days to contain spread (04.04.2020)

Flights to Gambia are suspended.

Authorities announced they will close land borders with Senegal (with the exception of essential supplies and security personnel) and have suspended all flights. Cargo and medical flights are exempt from this measure.

All travellers originating from a country with confirmed COVID-19 cases will have to undergo self-quarantine for 14 days. 

Internal restrictions:
All public gatherings, including international and local conferences, have been suspended. 
",20200422,All travellers from 47 other countries will be subject to a 14-day mandatory quarantine.,COVID-19 negative certification not required / not known,244
Gaza,PSE,34.306254,31.323248,09.03.2020,Sources,"Gaza crossings closed in both directions.
Even if approval to exit Gaza is given, international personnel can only enter Israel if they have not travelled abroad in the previous 14 days. International personnel inside Gaza who entered Israel less than 14 days before, must travel directly to Allenby or to Ben Gurion Airport 6 hours before the flight (GOI).

Gaza crossings closed in both directions (DFA).
Even if DFA approval to exit Gaza is given, international personnel can only enter Israel if they have not travelled abroad in the previous 14 days. International personnel inside Gaza who entered Israel less than 14 days before, must travel directly to Allenby or to Ben Gurion Airport 6 hours before the flight (GOI).
Rafah crossing into Gaza: All those crossing to Gaza must enter three (3) weeks quarantine.",20200309,Rafah crossing into Gaza: All those crossing to Gaza must enter three (3) weeks quarantine.,COVID-19 negative certification not required / not known,245
Georgia,GEO,43.371361,42.04813,22.04.2020,"Reuters, https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm 
https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening
https://ge.usembassy.gov/covid-19-information-on-georgia/","Lockdown in larger cities extended until 10 May; some restrictions loosened (VoA, 26.04.2020).

1. Passengers are not allowed to enter Argentina until 26 April 2020.
- This does not apply to nationals of Argentina.
- This does not apply to passengers who reside in Argentina.
2. Airlines operating repatriation flights must send passenger's information to ANAC 12 hours before departure. This information must contain passenger list with travel document numbers, phone number and address where each person declares that they will comply with the mandatory quarantine upon arrival. 

Foreign travelers in transit through Argentina are allowed entry but must not present any symptoms, must hold outbound ticket and must comply with the requirements set forth by health ministry. Ministry of Transportation has extended the possibility of operating flights from affected areas into Argentina as long as these only carry Argentinian residents. 

On 1 April, the government reopened its borders (closed since 27 March) for Argentine nationals and residents in Argentina only. Borders will remain closed for foreign nationals and non-residents until midnight on 27 April. 

Outbound restrictions:  
There are currently no known restrictions on individuals seeking to depart the country.

Internal restrictions: 
As of 19 March, the President announced the country is on lockdown from 19 March until 26 April. 
Argentina’s Ministry of Transportation has suspended domestic flights and long distance trains and buses until 26 April. In the capital, Buenos Aires, public transportation will continue with limited operations. 
 Citizens are only permitted to leave their residences for essential purposes. This is being enforced by police and security personnel. Criminal prosecution for those who do not comply. 



",20200422,"Anyone who shows symptoms associated with COVID-19 (fever of 100.4 degrees Fahrenheit/38 degrees Celsius, cough, shortness of breath) will be taken to the nearest infectious disease hospital for testing and may be quarantined for at least two weeks.  
Anyone who tests positive will be held in quarantine for treatment that may last two to three weeks.   
Anyone who recently traveled to any area with a significant number of infections remain in voluntary isolation for two weeks, even if they do not have symptoms.    ",COVID-19 negative certification not required / not known,246
Germany,DEU,10.380614,51.08868,24.04.2020,"https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm
https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening
https://de.usembassy.gov/covid-19-information/","Germany to extend coronavirus lockdown until May 3 with some easing (Reuters,15.04.2020)

1.Passengers are not allowed to enter Germany.
-This does not apply to:
- nationals of Germany;
- passengers with permanent residence in Germany obtained before Coronavirus (COVID-19) or with a D-Visa issued by Germany;
- passengers with evidence that their travel is to perform a professional activity, e.g., commuters, diplomats, nursing staff, food industry personnel, specialists;
- passengers in transit to their home country, if there is no other travel option. The purpose of travel and the entry requirements for the destination and transit countries must be proved.
2. Passengers allowed to enter Germany must self-isolate and must proceed directly to their own home, or other suitable accommodation for a period of 14 days. 

Within the Schengen area, the number of land, air and sea border crossing points with Austria, Denmark, France, Italy, Luxembourg, Spain and Switzerland has been limited and temporary border controls have been introduced at the remaining crossing points to those countries which will remain in effect until at least 5 May.Land border with Austria was extended until 11 November. No restrictions for entry from Belgium or the Netherlands. 

Relaxation of restrictions: 
A partial relaxation of restrictions that involves:
reopening of shops up to a size of 800 square meters (under strict hygiene requirements)
first school openings planned from 4 May
major events prohibited until 31 August
no general mask requirement - but ""recommendation""
However, further contact restrictions are expected to be extended until 3 May.
",20200424,"On Monday, April 6, German authorities announced that all travelers will be placed under a mandatory 14-day quarantine upon arrival as of Friday, April 10. Health sector employees living in border regions outside Germany, as well as business travelers, or technicians entering the country for a short period of time, will be exempted from the restriction. 

Infected individuals are treated in hospital isolation until infections have passed and patients are judged to no longer pose a risk to others. 
The German health ministry advises that anyone who has been in contact with a person diagnosed with the COVID-19, or who have spent time in a risk area, should contact the health office responsible for their location, even if they have no symptoms. You can find the search function for locating the responsible health office here.
",COVID-19 negative certification not required / not known,247
Ghana,GHA,-1.205759,7.965053,27.04.2020,"https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm
https://www.osac.gov/Content/Report/22c4e630-b2cc-462d-b65d-1842fc781262
https://gh.usembassy.gov/ghana-covid-19-information/
https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening","1. Flights to Ghana are suspended until 4 May 2020.
- This does not apply to emergency flights, humanitarian flights, technical landing for refuel and medical evacuation flights.
2. Airline crew will undergo mandatory quarantine during their rotation/rest period. 

Internal restrictions: 
Internal restrictions limiting movement in the Greater Accra region (including the capital Accra) and Greater Kumasi (Ashanti region) have been lifted. However, public gatherings are still banned until 11 May. 
As of 23 April, face masks are to be worn in the Greater Accra region. 



",20200427,14 day Mandatory quarantine for any traveller. ,COVID-19 negative certification not required / not known,248
Gibraltar,GIB,-5.34852,36.137681,16.04.2020,"https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening
https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm","Passengers are not allowed to enter Gibraltar.
- This does not apply to passengers with a British passport with nationality ""British Overseas Territories Citizen"" issued by Gibraltar.
- This does not apply to passengers with a British passport born in Gibraltar.
- This does not apply to British nationals with a national ID card issued by Gibraltar.
- This does not apply to residents of Gibraltar.
- This does not apply to merchant seamen with an Immigration pre-clearance letter issued by the Borders and Coastguards Agency.
- This does not apply to nationals of Spain on their way to Spain.
- This does not apply to residents of Spain on their way to Spain.
- This does not apply to passengers who are taking up employment or carrying out a work activity in Gibraltar.
- This does not apply to military personnel with a travel order issued by NATO or the United Kingdom.
- This does not apply to passengers with an authorization letter issued by the Borders and Coastguards Agency.

Internal restrictions:
On 22 March Gibraltar government announced a lockdown starting from 00.01 on 24 March. Only essential services will remain open. Residents can exit their accommodation for essential reasons, including reaching their workplace and exercise. Further guidelines are expected to be released on 23 March.
All public activities have been closed as well as bars and restaurants (home-delivery remains an option). Schools remain open. Adults over 70 years old have been advised to minimise movements.",20200416,A lockdown is in place from 24 March.,COVID-19 negative certification not required / not known,249
Glorioso Islands,xFR,47.297676,-11.579769,,,,,,,250
Greece,GRC,22.583055,39.473008,27.04.2020,"https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm
https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening
https://gr.usembassy.gov/covid-19-information/","Greece has extended the temporary suspension of flights to Italy, Turkey, Spain, Germany, the Netherlands, the United Kingdom and vice versa, until May 15, (Schengen Visa Info, 18.04.2020). 

1. Passengers are not allowed to enter Greece.
- This does not apply to:
- nationals and family members of nationals of Austria, Belgium, Bulgaria, Croatia, Cyprus, Czechia, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Iceland, Ireland (Rep.), Italy, Latvia, Liechtenstein, Lithuania, Luxembourg, Malta, Netherlands, Norway, Poland, Portugal, Romania, Slovakia, Slovenia, Spain, Sweden and Switzerland;
- passengers with a British passport and their family members;
- passengers with a residence permit issued by Greece. A certificate of application for renewal of a residence permit is not accepted;
- passengers with a residence permit issued by Austria, Belgium, Bulgaria, Croatia, Cyprus, Czechia, Denmark, Estonia, Finland, France, Germany, Hungary, Iceland, Ireland (Rep.), Italy, Latvia, Liechtenstein, Lithuania, Luxembourg, Malta, Netherlands, Norway, Poland, Portugal, Romania, Slovakia, Slovenia, Spain, Sweden, Switzerland or the United Kingdom;
- passengers with a long term visa issued by Austria, Belgium, Bulgaria, Croatia, Cyprus, Czechia, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Iceland, Ireland (Rep.), Italy, Latvia, Liechtenstein, Lithuania, Luxembourg, Malta, Netherlands, Norway, Poland, Portugal, Romania, Slovakia, Slovenia, Spain, Sweden, Switzerland or the United Kingdom;
- healthcare professionals and health researchers designated to support the national health care system;
- government members, diplomats, staff of international organizations, military personnel and humanitarian aid workers in the exercise of their duties;
- passengers travelling for imperative family or business reasons with an authorization issued by the Greek embassy/consulate.
2. Passengers arriving in Greece must be in quarantine for 14 days and must give their contact information to the authorities upon arrival.
- This does not apply to state flights, sanitary flights, humanitarian flights and military flights.
3. Flights from Turkey are suspended.
- This does not apply to:
- flights approved by the Hellenic Ministry of Foreign Affairs for repatriation of Greek citizens, their family members and holders of residence permit in Greece.
- state flights, sanitary flights, humanitarian flights, emergency flights, fire fighting flights, frontex flights and technical landings if passengers do not disembark.
4. Flights from Germany, Italy, Netherlands, Spain and the United Kingdom are suspended.
- This does not apply to:
- flights designated to support the Hellenic national healthcare system.
- flights approved by the Hellenic ministry of Foreign Affairs for repatriation of Greek citizens, their family members and holders of residence permit in Greece.
- state flights, sanitary flights, humanitarian flights, emergency flights, military flights, fire fighting flights, frontex flights and technical landings if passengers do not disembark.

Internal restrictions:
A nationwide lockdown is in place until 4 May. People are only allowed to go out for essential work, health reasons, short walks or to acquire essential supplies. They must carry ID, and the reason for their movements has to be confirmed by their employer or by themselves. Those found violating the rules will receive a 150 euro on-the-spot fine.
The islands of Mykonos & Santorini are operating a curfew until 27 April, from 20.00 until 08.00.
Kranidi (Peloponnese region) was placed under a 14-day lockdown period until 5 May, with a night curfew operating between 20.00 and 08.00 after 150 refugees and migrants tested positive for COVID19. Restrictive measures are due to last until 5 May.
Only local residents are allowed to board ferries to the islands. Ships carrying essential provisions are exempt from the ban. Pleasure boats out at sea must dock permanently.
All shops (including malls, bars, cafes and restaurants as well as museums, sport venues and all archaeological sites), except supermarkets, pharmacies, banks, gas stations and food deliveries, are closed. Schools, universities and other educational facilities are closed nationwide.
Fines of up to 5,000 Euros can be imposed for violating restrictions.
Aegean islands/Lesbos island: Additional restrictions remain in place until further notice in migrants’ camps on the Greek islands. No volunteers are allowed in the camps, and school classes for migrant children have been suspended. Entry will be allowed only to staff and there will be a compulsory temperature check for new arrivals. For regular updates, the ministry will post updates and instructions for/to the five island camps’ residents twice a day in Arabic, English, Farsi, French and Greek. More than 2,300 ‘vulnerable’ refugees are being moved to mainland hotels, apartments and other camps. The transfer is expected to be carried out over a two-week period from 19 April.
Migrant camps in Ritsona and Malakasa have been placed under full sanitary isolation. No one is allowed to leave or enter the camp. Additional security forces have been deployed.. 
",20200427,A mandatory 14 day self-quarantine on all international arrivals is in place.,COVID-19 negative certification not required / not known,251
Greenland,GRL,-41.393713,74.756257,18.03.2020,https://www.osac.gov/Content/Report/35ea385b-97d1-4ffb-b1c5-183b0274b7ce,"The Greenlandic government announced that all domestic flights, including those between Kangerlussuaq and Copenhagen, will be suspended beginning midnight on 20 March. Major ferry services in Greenland closed on 21 March. ",20200318,,COVID-19 negative certification not required / not known,252
Grenada,GRD,-61.683617,12.11436,21.04.2020,"https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm
https://bb.usembassy.gov/covid-19-information/","1. Maurice Bishop International Airport (GND) and Lauriston Airport (CRU) will close for all passenger traffic from 23 March 2020 at 11:59pm (local). 

2.Passengers who have been in Austria, Belgium, Bulgaria, China (People's Rep.), Croatia, Cyprus, Czechia, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Iceland, Iran, Ireland (Rep.), Italy, Korea (Rep.), Latvia, Liechtenstein, Lithuania, Luxembourg, Malta, Netherlands, Norway, Poland, Portugal, Romania, Slovakia, Slovenia, Spain, Sweden, Switzerland, USA or the United Kingdom in the past 14 days are not allowed to enter Grenada. 

- This does not apply to nationals of Grenada. 

- This does not apply to residents of Grenada. 

3. Nationals and residents of Grenada who have been in Austria, Belgium, Bulgaria, China (People's Rep.), Croatia, Cyprus, Czechia, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Iceland, Iran, Ireland (Rep.), Italy, Korea (Rep.), Latvia, Liechtenstein, Lithuania, Luxembourg, Malta, Netherlands, Norway, Poland, Portugal, Romania, Slovakia, Slovenia, Spain, Sweden, Switzerland, USA or the United Kingdom in the past 14 days will be put in quarantine upon arrival for a period of 14 days. 
 
Travellers can expect thermal screening at air and seaports; further screening will ensue for those with elevated temperatures. Passengers are required to complete a health declaration.  

Internal restrictions:  
A nationwide 24-hour curfew is in effect until 26 April. However, residents will be permitted to leave their homes between the 05.00 and 19.00 on 22 and 24 April for essential purposes only, such as the procurement of food or medicine. 
The Ministry of Health Grenada is asking the public to call the COVID-19 enquiries information line on 538 4787 or 458 4787 if they have any symptoms such as cough fever or difficulty breathing.  
",20200421,,COVID-19 negative certification not required / not known,253
Guadeloupe,GLP,-61.679736,16.159503,14.04.2020,https://www.iata.org/contentassets/339c723a99aa45e99d6aa2a868f53a0c/guadeloupe-ncov-measures.pdf ,"1. Passengers are not allowed to enter the French West Indies. 
- This does not apply to passengers who reside in the French West Indies. 
- This does not apply to passengers traveling for urgent health reasons.
- This does not apply to passengers traveling for imperative business reasons.
2. Passengers must have an International Travel Certificate to enter and transit the French West Indies. The certificate must be obtained before departure via the French consular offices abroad or online at https://www.interieur.gouv.fr 
3. Passengers will be subject to quarantine for a period of 14 days.",20200414,,COVID-19 negative certification required for entering the country,254
Guam,GUM,144.702964,13.35781,27.04.2020,"https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening
https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm ","International restrictions:
All foreigners who have been in China (except Hong Kong and Macau), Iran or Europe will be denied entry. US citizens and permanent residents are exempted.
All incoming passengers entering Guam by air are subject to a 14-day mandatory quarantine at a government designated facility.
All incoming passengers, including those in transit who have been to a country with confirmed COVID-19 cases for more than a week, will be barred entry, unless they hold a document recognised and certified by DPHSS (Guam Department of Social Health and Services) which confirms they are not infected with COVID-19. The date of the test must be not more than 72 hours before the date of arrival. This does not apply to residents of Guam.

Internal restrictions:
A state of public health emergency is in place until at least 5 June. However, roadblocks are set to be lifted from 28 April.
During this period, non-essential government offices, businesses and services are closed. Schools, public parks and beaches are closed. All public gatherings are prohibited. Several roads remain closed from 10.00 to 22.00 daily for essential or authorised services only.
",20200427,Passengers who enter Guam without proper documentation will be quarantined.,COVID-19 negative certification required for entering the country,255
Guatemala,GTM,-91.231217,15.003765,27.04.2020,"https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening
https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm
https://www.iata.org/contentassets/6b150645808e42518da755ce4c1bf1ca/guatemala-ncov-measures.pdf
https://gt.usembassy.gov/alert-covid-19/","Border closure for all foreign travellers until further notice. Guatemalan nationals and residents and accredited diplomats will be permitted entry via land crossing only; however, they will be subject to mandatory self-quarantine. 
Citizens will be interviewed, evaluated, and transferred to isolation, if required. 
Guatemalan citizens arriving from Europe will be quarantined for seven days at Villa Nueva hospital in the capital if presenting symptoms, or required to self-quarantine for the same period of time if asymptomatic. 
Guatemalan nationals, residents and diplomats will still be permitted to enter the country via land crossings, but will be subject to mandatory self-quarantine.

Internal restrictions: 
A nationwide curfew is in effect from 18.00 to 04.00 until at least 3 May. From 04.00 to 18.00, residents may leave their homes for essential purposes, such as the procurement of food or medicine. Residents are required to adhere to a social distancing measure of 1.5 metres and use masks in public spaces.
Transport between Sacatepéquez, Chimaltenango and El Progreso departments is prohibited; essential travel between all other departments is allowed.
Public transportation si paralyzed.
",20200427,"Guatemalan citizens arriving from Europe will be quarantined for seven days at Villa Nueva hospital in the capital if presenting symptoms, or required to self-quarantine for the same period of time if asymptomatic.",COVID-19 negative certification not required / not known,256
Guernsey,GGY,-2.579585,49.455676,,,,,,,257
Guinea,GIN,-11.280731,11.005651,23.04.2020,"https://www.osac.gov/Content/Report/43657e78-8bc0-406b-b678-1842fa9a6420
https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening
https://gn.usembassy.gov/u-s-citizen-services/","Closure of Conakry Gbessia International Airport to Commercial Air Traffic for the next 45 days. (23.03.2020, OSAC)

International restrictions: 
›Cargo and humanitarian flights will continue to operate normally.
Guinea's borders are closed.
›The authorities on 22 March announced that the capital Conakry’s Gbessia International Airport will be closed to commercial air traffic for the next 45 days, with immediate effect.

Internal restrictions:
Exit from the capital Conakry has been prohibited. Entry to the city is not affected.
The state of emergency has been extended at least until 30 April.
A night-time curfew is in place from 21.00 until 05.00.
All internal travel is prohibited except under exceptional circumstances.
Non-essential facilities, such as places of worship and schools, have been closed, while gatherings of more than 20 people have been banned and public transport in Conakry reduced. This triggered a strike in the public transport network to denounce this decision.
The wearing of face masks in public is mandatory across the country.",20200423,"Suspected cases of COVID-19 will be sent to a Ministry of Health center for testing and will be required to remain at the center until test results are available, in approximately 10 hours.
Negative cases will be required to report their temperature to Ministry of Health officials twice a day for fourteen days.
Positive cases will be treated at the Ministry of Health center.
There are four laboratories in Guinea that can test for COVID19.",COVID-19 negative certification not required / not known,258
Guinea-Bissau,GNB,-14.400762,12.117902,27.04.2020,"https://www.osac.gov/Content/Report/ad35b884-c374-4467-910c-183b06a7468b
https://gw.usmission.gov/covid-19-information/
International SOS ","Airports in Guinea-Bissau are closed.

International restrictions:
The country’s land and maritime borders are closed, and all international flights are suspended until further notice.

Internal restrictions:
An ongoing state of emergency has been extended until 12.00 on 26 April; movements are restricted to essential ones, while citizens are asked to stay at home.
Schools, restaurants/bars and non-essential shops are closed until further notice. Circulation and trade of goods are only restricted from 07.00 to 11.00.
Public transport countrywide has been suspended.",20200427,,COVID-19 negative certification not required / not known,259
Guyana,GUY,-58.972763,4.792405,06.04.2020,"https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm
https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening
https://gy.usembassy.gov/covid-19-information/","Inbound restrictions:
›The country’s airports closed to international flights on 18 March and will remain closed until 1 May. The land and sea borders at this time remain open.
- This does not apply to nationals and residents of Guyana. This does not apply to: a. Urgent health condition motive; b. Professional trips which cannot be deferred as authorized; c. Medivac flights; d. Technical stops for fuel only and special authorized flights.
›Travellers coming from Brazil, China, Dominican Republic, French Guiana, Italy, Iran, Jamaica, Japan, Malaysia, Panama, Singapore, South Korea, St Vincent, Thailand and the US should anticipate increased screenings upon arrival. There is also a possibility that these individuals would be denied entry into the country, according to government officials.
›There are currently no known restrictions on individuals seeking to depart the country.

The Guyana Civil Aviation Authority (GCAA) on Thursday 2 April ordered an end to all domestic flights to areas near the border to help stop the spread of the coronavirus, COVID-19, from neighbouring countries to other parts of Guyana. (Media, 03.04.2020)

Internal Restrictions:
A curfew is in effect between 18.00 and 06.00 (local time) until 3 May; all non-essential businesses are closed, barring hospitals, healthcare and medical facilities.",20200406,"On March 16, the government of Guyana issued a Public Health Ordinance, granting the Ministry of Public Health authority to forcibly (if necessary) quarantine any person who tests positive for COVID-19 in either a hospital or camp created for the reception, isolation and treatment of persons suffering from COVID-19",COVID-19 negative certification not required / not known,260
Haiti,HTI,-73.051343,18.321716,21.04.2020,https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm,"All flights to Port Au Prince International airport and Tocap Haitian International airport are suspended.
- This does not apply to domestic, emergency, humanitarian, medevac and government flights. As a result, UNHAS Ops are still running.

Conditions and internal restrictions: 
Authorities have introduced a nationwide curfew from 20.00 (all times local) to 05.00.
A state of emergency, with associated restrictions on mobility, will remain in place until at least 20 May.",20200421,The Ministry of Health has quarantine measures in effect but they is prioritizing home quarantine.  The Haitian Ministry of Health (MSPP)  have set up isolation mechanisms for suspected patients while they are conducting the test for COVID-19.,COVID-19 negative certification not required / not known,261
Hala'ib Triangle,"EGY, SDN",35.507186,22.367022,,,,,,,262
Heard Island and McDonald Islands,HMD,73.513147,-53.10263,,,,,,,263
Holy See,VAT,12.453166,41.903448,,,,,,,264
Honduras,HND,-86.613529,14.820544,27.04.2020,"https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm
https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening
https://hn.usembassy.gov/u-s-citizen-services/covid-19-information/","International restrictions:
1. Passengers are not allowed to enter Honduras.
- This does not apply to nationals and residents of Honduras.
- This does not apply to members of the diplomatic corps.
2. Nationals and residents of Honduras can only land at San Pedro Sula (SAP) or Tegucigalpa (TGU).
3. Passengers who are members of the diplomatic corps can only land at San Pedro Sula (SAP) or Tegucigalpa (TGU).
4. Nationals and residents of Honduras are required to self-isolate for 14 days.
5. Passengers who are members of the diplomatic corps are required to self-isolate for 14 days. 

 
Internal restrictions: 
A nationwide curfew is in effect until at least 3 May, however, in Colon, Cortes and Yoro departments, the measure has been extended until 1 May. Residents are under curfew except from 07.00 to 17.00 (local time) on weekdays, when essential shopping is permitted according to the last digit of their individual identity document. Personnel for essential services are exempt from the curfew, but must carry documentation. 
",20200427,Individuals with symptoms consistent with COVID-19 who within the last 14 days have been in contact with a confirmed case of COVID-19 or traveled to a country with confirmed cases may be isolated in a medical center for monitoring by the Ministry of Health for up to 14 days.,COVID-19 negative certification not required / not known,265
Hong Kong,HKG,114.026644,22.397976,21.04.2020,"https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm
https://hk.usconsulate.gov/covid-19-information/","Government closes airports to foreign arrivals indefinitely (South China Morning Post, 06.04.2020)

1. Passengers are not allowed to transit or enter Hong Kong (SAR China).
- This does not apply to passengers with a Hong Kong (SAR China) passport.
- This does not apply to passengers with a British passport with nationality ""British National (Overseas)"" with the right of abode in Hong Kong (SAR China).
- This does not apply to residents of Hong Kong (SAR China) with a Permanent Identity Card.
- This does not apply to residents of Hong Kong (SAR China) with a Identity card accompanied by a valid work or study visa.
- This does not apply to passengers who have only been in China (People's Rep.), Chinese Taipei or Macao (SAR China) in the past 14 days.
- This does not apply to residents of Macao (SAR China) who are registered the Macao (SAR China) scheme that they will be immediately taken by coach back to Macao (SAR China) upon entry.
- This does not apply to the following passengers:
a. Passengers travelling from Mainland China or Chinese Taipei or Macao and have not been to any other country/region in the past 14 days;
b. Crew members of aircraft who need to commute to and from foreign places for performance of necessary duties or crew members of goods vessels;
c. Government officials carrying out government duties including personnel of consular posts;
d. Spouses and minor children of Hong Kong residents;
e. Personnel engaged in anti-epidemic work endorsed by the HKSAR Government.
2. All passengers who are eligible to enter Hong Kong will be required to undergo 14 days compulsory quarantine.
3. All arriving passengers and crew members must present a completed Health Declaration Form to the Department of Health upon arrival.

All travellers entering Hong Kong, including Hong Kong residents, will have to take a mandatory medical test for coronavirus and will be required to undergo 14-day compulsory quarantine. From 22 April, travellers will have to wait for test results at a designated location, before proceeding to their mandatory quarantine location. Passengers arriving on morning flights must stay at the testing centre in the AsiaWorld Expo centre and will receive test results on the same day. This could take 8 or more hours. Passengers arriving in the afternoon and evening will need to wait for test results overnight, and will be temporarily accommodated in the Department of Health Holding Centre for Test Results (HCTR) set up in the Regal Oriental Hotel. If the sample tests positive, the Hong Kong authorities will notify you and arrange for admission to a public hospital. 


Internal restrictions: 
A ban on public gatherings of more than four persons has been put in place by the Hong Kong government since 29 March. The ban will be in effect until at least 12 April.",20200421,"Quarantine is usually spent at home or a residential address, but arrivals may be placed in a Hong Kong government quarantine centre. Family members of someone who tests positive, or those who have been in close contact, will also be required to go in to a government quarantine centre. Hong Kong residents who have been to Daegu or Gyeongsangbuk-do in Korea; Iran; or Emilia-Romagna, Lombardo or Veneto in Italy within the last 14 days will be allocated a government quarantine facility.
From 11 April, if you are spending your quarantine in a government quarantine centre, you may be asked to move to home quarantine for the final four days of your quarantine when necessary due to limited space in quarantine centres. 
For all quarantine arrangements in Hong Kong: 
You are not allowed to leave your designated quarantine location for 14 days. This means you are also unable to leave Hong Kong for the duration of the quarantine.
You are not able to serve your 14 day quarantine in a hotel. 
If you are allocated a government quarantine centre, you may be asked to contribute around £20 (HK$200) per night towards the cost.
Items that can be taken in to government quarantine are restricted. There is no smoking allowed and no alcohol. Depending on your centre, facilities may be basic: there may be no fridge and no air-conditioning. 
You will be expected to activate sharing of your real-time location with the Hong Kong government, or be tagged electronically.
If you are arriving in Hong Kong from Europe and the US, during an initial trial of the technology, you will be issued with a bluetooth-enabled wristband which will be activated at the airport and linked to a mobile app ‘StayHomeSafe’ on your phone. 
Arrivals from other destinations may be issued with non-bluetooth wristbands. 
The bluetooth-enabled wristbands will alert the authorities if the wearer leaves home with or without their phone.
Failure to comply with the quarantine conditions may result in a six month prison sentence and a substantial fine. You should comply with the requirements of your quarantine arrangements.",COVID-19 negative certification not required / not known,266
Howland Island,UMI,-176.61696,0.807086,,,,,,,267
Hungary,HUN,19.412215,47.16514,24.04.2020,"https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm
https://hu.usembassy.gov/covid-19/
International SOS ","Prime minister prolongs nationwide lockdown indefinitely (Reuters, 09.04.2020). 

1.Passengers are not allowed to enter Hungary
- Budapest airport remains open and everyone is free to depart.
-This does not apply to nationals of Hungary.
-This does not apply to residents of Hungary who are nationals of an EEA Member State or Switzerland and who have a permanent residence card issued by Hungary.

International restrictions:
Hungarian nationals arriving from China, Iran, Israel, Italy and South Korea must self-quarantine upon arrival. The government has closed its land borders with Austria and Slovenia, closed all schools and placed restrictions on public gatherings.

Internal restrictions:
The nationwide lockdown has been extended indefinitely. Authorities review the need to extend lockdown measures each Wednesday. People are allowed to leave their homes for work, to buy essential supplies, for physical exercise and health reasons. Shops will remain open exclusively for those over the age of 65 between 09.00-12.00.
Restaurants and cafes are only allowed to be open for takeaways and deliveries.
Universities and schools are closed.
From 27 April, face masks are mandatory for passengers on public transport in the capital Budapest.
",20200424,There are individuals who have been quarantined in Hungary as precautionary measure due to the possibility they may be infected. The Hungarian government has stated that if such individuals remain symptom-free for more than two weeks they can be released.,COVID-19 negative certification not required / not known,268
